X,Y,OBJECTID,TERM_ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,EXSTARS_I,OWNER,OPERATOR,POSREL,COMMODITY,CAPACITY,TRUCK_IN,TRUCK_OUT,PIPE_IN,PIPE_OUT,MARINE_IN,MARINE_OUT,RAIL_IN,RAIL_OUT,ASPHALT,CHEMICALS,PROPANE,BUTANE,REFINED,ETHANOL,BIODIESEL,CRUDE_OIL,JETFUEL,GASOLINE,DISTILLATE,AVGAS
-132.38429,56.464205,118,ANLTK02072,PETRO 49 INC - WRANGELL,1427 PENINSULA ST.,WRANGELL,AK,99929,NOT AVAILABLE,(907) 874-3276,MARINE TERMINAL,IN SERVICE,-999,WRANGELL,2275,USA,56.464205,-132.38429,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/07/01 00:00:00+00,http://www.petromarineservices.com/,T-91-AK-4583,PETRO 49 INC,PETRO MARINE SERVICES,WITHIN 40 FEET,REFINED,5950,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,YES,NO,NO,YES
-149.4335339,60.12235229,119,ANLTK02073,SHORESIDE PETROLEUM INCORPORATED - SEWARD TERMINAL,700 PORT AVE,SEWARD,AK,99664,NOT AVAILABLE,(907) 224-8040,MARINE TERMINAL,IN SERVICE,-999,KENAI PENINSULA,2122,USA,60.12235229,-149.4335339,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/27 00:00:00+00,http://www.shoresidepetroleum.com,T-92-AK-4581,NOT AVAILABLE,SHORESIDE PETROLEUM INCORPORATED,WITHIN 40 FEET,REFINED,3530.19,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,YES,NO
-162.7158128,55.20145408,120,ANLTK02074,FROSTY FUELS COLD BAY,1 REEVE AVE,COLD BAY,AK,99571,NOT AVAILABLE,(907) 532-2467,BULK TERMINAL,IN SERVICE,-999,ALEUTIANS EAST,2013,USA,55.20145408,-162.7158128,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/08/21 00:00:00+00,NOT AVAILABLE,T-91-AK-4578,"ALEUT ENTERPRISE, LLC",FROSTY FUELS LLC,WITHIN 40 FEET,REFINED,12750,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES
-151.2415568,60.56649657,121,ANLTK02075,CROWLEY PETROLEUM DISTRIBUTION - KENAI,"403 N WILLOW ST, # 1",KENAI,AK,99611,7708,(907) 283-4542,AIRPORT TERMINAL,IN SERVICE,-999,KENAI PENINSULA,2122,USA,60.56649657,-151.2415568,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/03/16 00:00:00+00,http://www.crowley.com/,NONE,CPD ALASKA LLC,CPD ALASKA LLC,WITHIN 166 FEET,REFINED,-999,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,YES,YES
-151.159379,60.49140786,122,ANLTK02076,SOLDOTNA,43442 KALIFORNSKY BEACH RD.,SOLDOTNA,AK,99669,8262,(907) 262-2250,PETROLEUM MERCHANT WHOLESALE,IN SERVICE,-999,KENAI PENINSULA,2122,USA,60.49140786,-151.159379,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/08/22 00:00:00+00,http://www.petromarineservices.com/,NONE,PETRO 49 INC,ALASKA OIL SALES,WITHIN 40 FEET,REFINED,-999,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES
-139.733009,59.544819,123,ANLTK02077,DELTA WESTERN INCORPORATED - YAKUTAT BULK PLANT,742 OCEAN CAPE ROAD,YAKUTAT,AK,99689,NOT AVAILABLE,(907) 784-3311,BULK TERMINAL,IN SERVICE,-999,YAKUTAT,2282,USA,59.544819,-139.733009,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/07/02 00:00:00+00,http://www.deltawestern.com/,NONE,DELTA WESTERN INCORPORATED,NOT AVAILABLE,WITHIN 40 FEET,REFINED,24645,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,YES,YES
-134.488824,58.36224,124,ANLTK02078,JUNEAU AIRPORT FUELING FACILITY,2085 ALEX HOLDEN WAY,JUNEAU,AK,99801,NOT AVAILABLE,NOT AVAILABLE,AIRPORT,IN SERVICE,-999,JUNEAU,2111,USA,58.36224,-134.488824,424710,PETROLEUM BULK STATIONS AND TERMINALS,AIRNAV,2017/10/20 00:00:00+00,OTHER,2017/10/20 00:00:00+00,http://www.juneau.org/,NONE,CITY AND BOROUGH OF JUNEAU,NOT AVAILABLE,WITHIN 40 FEET,REFINED,4119,YES,NO,NOT AVAILABLE,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES
-111.507453,32.921954,125,ANLTK04001,WESTERN EMULSIONS,485 EAST RANDOLPH ROAD,COOLIDGE,AZ,85128,NOT AVAILABLE,(520) 723-9585,ASPHALT TERMINAL,IN SERVICE,-999,PINAL,4021,USA,32.921954,-111.507453,324121,ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING,EIA,2015/07/27 00:00:00+00,OTHER,2019/12/19 00:00:00+00,www.westernemulsions.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"ASPHALT, CHEMICALS",350000,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
-111.64011,35.192497,126,ANLTK04002,PARAMOUNT PETROLEUM,840 E BULTER AVE,FLAGSTAFF,AZ,86001,NOT AVAILABLE,(520) 779-6277,ASPHALT TERMINAL,DISMANTLED,-999,COCONINO,4005,USA,35.192497,-111.64011,324121,ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING,EIA,2015/07/27 00:00:00+00,OTHER,2019/12/20 00:00:00+00,http://www.ppcla.com/,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,ASPHALT,50000,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
-112.525248,36.972289,127,ANLTK04003,PARAMOUNT PETROLEUM,1346 N HIGHWAY 89A,FREDONIA,AZ,86022,NOT AVAILABLE,(520) 643-7360,ASPHALT TERMINAL,IN SERVICE,-999,COCONINO,4005,USA,36.972289,-112.525248,324121,ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING,EIA,2015/07/27 00:00:00+00,OTHER,2019/12/20 00:00:00+00,http://www.ppcla.com/,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,ASPHALT,165600,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
-111.989014,33.443293,128,ANLTK04004,ARIZONA FUELING FACILITIES CORPORATION,4200 EAST AIRLANE DR.,PHOENIX,AZ,85034,NOT AVAILABLE,(602) 273-3660,AIRPORT TERMINAL,IN SERVICE,-999,MARICOPA,4013,USA,33.443293,-111.989014,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/05/03 00:00:00+00,http://www.swissport.com/,T-86-AZ-4302,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,50000,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,YES,NO,NO,NOT AVAILABLE
-112.17723,33.449996,129,ANLTK04005,CIRCLE K TERMINAL LLC,5333 WEST VAN BUREN STREET,PHOENIX,AZ,85043,NOT AVAILABLE,(602) 278-8524,BULK TERMINAL,IN SERVICE,-999,MARICOPA,4013,USA,33.449996,-112.17723,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/05/03 00:00:00+00,www.bp.com,T-86-AZ-4313,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,220000,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NOT AVAILABLE
-112.176896,33.448677,130,ANLTK04006,"CALJET OF AMERICA, LLC - 53RD AVENUE TERMINAL",125 NORTH 53RD AVENUE,PHOENIX,AZ,85043,NOT AVAILABLE,(602) 272-5521,BULK TERMINAL,IN SERVICE,-999,MARICOPA,4013,USA,33.448677,-112.176896,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/05/03 00:00:00+00,www.caljet.com,T-86-AZ-4300,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, BIOFUEL",377000,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,YES,NO,NO
-112.181347,33.44834,131,ANLTK04007,"CALJET, INCORPORATED - AVIATION TERMINAL",57 N 57TH STREET,PHOENIX,AZ,85043,NOT AVAILABLE,(602) 272-5521,BULK TERMINAL,IN SERVICE,-999,MARICOPA,4013,USA,33.44834,-112.181347,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/05/03 00:00:00+00,www.caljet.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,200000,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,YES,NO,NO,NOT AVAILABLE
-112.170282,33.449629,132,ANLTK04008,"CALJET, INCORPORATED - MONROE TERMINAL 1 & 2",5119 W MONROE AVENUE,PHOENIX,AZ,85043,NOT AVAILABLE,(602) 272-5521,BULK TERMINAL,IN SERVICE,-999,MARICOPA,4013,USA,33.449629,-112.170282,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/12/20 00:00:00+00,www.caljet.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, BIOFUEL",715000,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,YES,NO
-112.17509,33.448275,133,ANLTK04009,"SFPP, LP PHOENIX TERMINAL",49 NORTH 53RD AVENUE,PHOENIX,AZ,85043,NOT AVAILABLE,(602) 278-8564,BULK TERMINAL,IN SERVICE,-999,MARICOPA,4013,USA,33.448275,-112.17509,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/05/03 00:00:00+00,http://www.kindermorgan.com/,T-86-AZ-4304,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, BIOFUEL",2020808,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,YES,NO
-112.174832,33.450105,134,ANLTK04010,KINDER MORGAN PACIFIC,5325 WEST VAN BUREN,PHOENIX,AZ,85043,NOT AVAILABLE,(602) 278-8597,BULK TERMINAL,IN SERVICE,-999,MARICOPA,4013,USA,33.450105,-112.174832,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,www.kindermorgan.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,236300,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
-112.101888,33.463824,135,ANLTK04011,ALON ASPHALT COMPANY,1935 W MCDOWELL DRIVE,PHOENIX,AZ,85009,NOT AVAILABLE,(602) 252-3061,ASPHALT TERMINAL,IN SERVICE,-999,MARICOPA,4013,USA,33.463824,-112.101888,324121,ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING,EIA,2015/07/27 00:00:00+00,OTHER,2018/09/18 00:00:00+00,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,ASPHALT,50000,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
-112.155781,33.440376,136,ANLTK04012,"PRO PETROLEUM, INCORPORATED - PHOENIX PRODUCTS TERMINAL",408 SOUTH 43RD AVENUE,PHOENIX,AZ,85043,NOT AVAILABLE,(602) 224-9700,BULK TERMINAL,IN SERVICE,-999,MARICOPA,4013,USA,33.440376,-112.155781,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/02/07 00:00:00+00,http://www.propetroleum.com/,T-86-AZ-4303,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,330000,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,YES,NO,YES,NOT AVAILABLE
-112.172355,33.448204,137,ANLTK04013,SPFF - KINDER MORGAN PACIFIC,10 SOUTH 51ST AVENUE,PHOENIX,AZ,85043,NOT AVAILABLE,(602) 455-8814,BULK TERMINAL,IN SERVICE,-999,MARICOPA,4013,USA,33.448204,-112.172355,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,www.kindermorgan.com,T-86-AZ-4307,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",214150,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NOT AVAILABLE
-112.171128,33.446942,138,ANLTK04014,SPFF - KINDER MORGAN PACIFIC,5110 WEST MADISON,PHOENIX,AZ,85043,NOT AVAILABLE,(602) 272-9556,BULK TERMINAL,IN SERVICE,-999,MARICOPA,4013,USA,33.446942,-112.171128,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,www.kindermorgan.com,T-86-AZ-4301,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",190700,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NOT AVAILABLE
-112.178877,33.450342,139,ANLTK04015,"SWISSPORT FUELING, INCORPORATED",5555 WEST VAN BUREN,PHOENIX,AZ,85043,NOT AVAILABLE,(602) 278-8401,AIRPORT TERMINAL,IN SERVICE,-999,MARICOPA,4013,USA,33.450342,-112.178877,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/05/03 00:00:00+00,www.swissport.com,T-86-AZ-4317,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,525000,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,YES,NO,NO,NOT AVAILABLE
-110.913015,32.181365,140,ANLTK04016,HOLLY ENERGY PARTNERS - OPERATING LP,3605 SOUTH DODGE BLVD,TUCSON,AZ,85713,NOT AVAILABLE,(520) 747-7900,BULK TERMINAL,IN SERVICE,-999,PIMA,4019,USA,32.181365,-110.913015,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,http://nustarenergy.com,T-86-AZ-4309,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",176000,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NOT AVAILABLE
-110.912493,32.17943,141,ANLTK04017,SHELL OIL PRODUCTS US,3735 SOUTH DODGE BLVD,TUCSON,AZ,85713,NOT AVAILABLE,(520) 748-1988,BULK TERMINAL,IN SERVICE,-999,PIMA,4019,USA,32.17943,-110.912493,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,www.shell.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,95000,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
-110.914677,32.1804,142,ANLTK04018,SPFF - KINDER MORGAN PACIFIC,3650 S DODGE BLVD,TUCSON,AZ,85713,NOT AVAILABLE,NOT AVAILABLE,BULK TERMINAL,IN SERVICE,-999,PIMA,4019,USA,32.1804,-110.914677,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,www.kindermorgan.com/,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",325000,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NOT AVAILABLE
-110.91129,32.180356,143,ANLTK04019,"SFPP, LP",3841 EAST REFINERY WAY,TUCSON,AZ,85713,NOT AVAILABLE,(520) 748-1087,BULK TERMINAL,IN SERVICE,-999,PIMA,4019,USA,32.180356,-110.91129,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/09/18 00:00:00+00,http://www.kindermorgan.com/,T-86-AZ-4310,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,825084,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,YES,YES,NOT AVAILABLE
-110.910215,32.178715,144,ANLTK04020,SPFF - KINDER MORGAN PACIFIC,3865 EAST REFINERY WAY,TUCSON,AZ,85713,NOT AVAILABLE,(602) 272-1021,BULK TERMINAL,IN SERVICE,-999,PIMA,4019,USA,32.178715,-110.910215,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,www.kindermorgan.com/,T-86-AZ-4308,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",89180,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NOT AVAILABLE
-114.583696,32.663134,145,ANLTK04021,SPFF - YUMA STATION,MARINE CORPS AIR BASE AVENUE 3E,YUMA,AZ,85365,NOT AVAILABLE,NOT AVAILABLE,BREAKOUT TANKS - PRODUCTS,IN SERVICE,-999,YUMA,4027,USA,32.663134,-114.583696,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2020/04/27 00:00:00+00,www.kindermorgan.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,140000,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,YES,NO,NO,NOT AVAILABLE
-109.824778,34.978944,146,ANLTK04022,ADAMANA STORAGE-NGL UGS,113 COUNTY ROAD # 7156,APACHE,AZ,86025,NOT AVAILABLE,(928) 524-2635,LPG TERMINAL,IN SERVICE,-999,APACHE,4001,USA,34.978944,-109.824778,424710,PETROLEUM BULK STATIONS AND TERMINALS,RIGHT-TO-KNOW NETWORK,2015/07/27 00:00:00+00,OTHER,2018/01/18 00:00:00+00,http://www.rtknet.org,NONE,ENTERPRISE PRODTS OPERATING LP,NOT AVAILABLE,WITHIN 40 FEET,REFINED,1980208,YES,YES,NO,YES,NO,NO,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO
-112.339764,33.54540994,147,ANLTK04023,BUMSTEAD STORAGE CAVERNS,7511 NORTH DYSART ROAD,GLENDALE,AZ,85307,NOT AVAILABLE,NOT AVAILABLE,LPG UNDERGROUND CAVERNS,IN SERVICE,-999,MARICOPA,4013,USA,33.54540994,-112.339764,424710,PETROLEUM BULK STATIONS AND TERMINALS,RIGHT-TO-KNOW NETWORK,2015/07/27 00:00:00+00,OTHER,2020/04/24 00:00:00+00,NOT AVAILABLE,NONE,PLAINS LPG SERVICES,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, BIOFUEL",2939447,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NOT AVAILABLE
-111.4065141,35.20484746,148,ANLTK04024,ENTERPRISE FLAGSTAFF (WINONA) TERMINAL,13625 TOWNSEND WINONA HIGHWAY,FLAGSTAFF,AZ,86004,NOT AVAILABLE,(928) 526-5328,LPG TERMINAL,IN SERVICE,-999,COCONINO,4005,USA,35.20484746,-111.4065141,424710,PETROLEUM BULK STATIONS AND TERMINALS,RIGHT-TO-KNOW NETWORK,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,http://www.rtknet.org,NONE,ENTERPRISE PRODTS OPERATING LLC,NOT AVAILABLE,WITHIN 40 FEET,REFINED,3478,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NOT AVAILABLE
-112.2157631,33.55521641,149,ANLTK04025,HOLLY ASPHALT COMPANY - GLENDALE AZ,7110 W NORTHERN AVE,PEORIA,AZ,85345,NOT AVAILABLE,(623) 939-3311,ASPHALT TERMINAL,IN SERVICE,-999,MARICOPA,4013,USA,33.55521641,-112.2157631,424710,PETROLEUM BULK STATIONS AND TERMINALS,RIGHT-TO-KNOW NETWORK,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,http://data.rtknet.org/,NONE,NK ASPHALT PARTNERS,NOT AVAILABLE,WITHIN 40 FEET,ASPHALT,-999,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NOT AVAILABLE
-112.1811042,33.44577626,150,ANLTK04026,MESA OIL INC. - ARIZONA RECYCLING FACILITY,131 S 57TH AVE,PHOENIX,AZ,85043,NOT AVAILABLE,(602) 353-0031,BULK TERMINAL,IN SERVICE,-999,MARICOPA,4013,USA,33.44577626,-112.1811042,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2020/04/24 00:00:00+00,mesaoil.com,NONE,NK ASPHALT PARTNERS,NOT AVAILABLE,WITHIN 40 FEET,REFINED,-999,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NOT AVAILABLE
-110.904647,32.163879,151,ANLTK04027,TUCSON ASPHALT,4150 EAST IRVINGTON ROAD,TUCSON,AZ,85714,NOT AVAILABLE,(520) 790-8214,ASPHALT TERMINAL,IN SERVICE,-999,PIMA,4019,USA,32.163879,-110.904647,324121,ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,http://www.wnr.com/locations.aspx,NONE,WESTERN REFINING SOUTHWEST INC,NOT AVAILABLE,WITHIN 40 FEET,ASPHALT,-999,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NOT AVAILABLE
-109.596941,31.458054,152,ANLTK04028,BISBEE-DOUGLAS INTERNATIONAL AIRPORT,6940 N AIR TERMINAL BOULEVARD,DOUGLAS,AZ,85607,NOT AVAILABLE,(520) 364-2771,AIRPORT,IN SERVICE,-999,COCHISE,4003,USA,31.458054,-109.596941,424710,PETROLEUM BULK STATIONS AND TERMINALS,AIRNAV,2017/10/24 00:00:00+00,OTHER,2017/10/24 00:00:00+00,https://www.cochise.az.gov/,NONE,COUNTY OF COCHISE,BISBEE-DOUGLAS INTERNATIONAL AIRPORT,WITHIN 40 FEET,REFINED,476,YES,NO,NOT AVAILABLE,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES
-109.509151,31.34481,153,ANLTK04029,DOUGLAS MUNICIPAL AIRPORT,3200 E 10TH STREET,DOUGLAS,AZ,85607,NOT AVAILABLE,(520) 368-6015,AIRPORT,IN SERVICE,-999,COCHISE,4003,USA,31.34481,-109.509151,424710,PETROLEUM BULK STATIONS AND TERMINALS,AIRNAV,2017/10/24 00:00:00+00,OTHER,2017/10/24 00:00:00+00,http://www.douglasaz.gov/,NONE,CITY OF DOUGLAS,CITY OF DOUGLAS,WITHIN 40 FEET,REFINED,571,YES,NO,NOT AVAILABLE,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES
-110.846133,31.421584,154,ANLTK04030,NOGALES INTERNATIONAL AIRPORT,11 ACCESS WAY,NOGALES,AZ,85621,NOT AVAILABLE,(520) 287-9120,AIRPORT,IN SERVICE,-999,SANTA CRUZ,4023,USA,31.421584,-110.846133,424710,PETROLEUM BULK STATIONS AND TERMINALS,AIRNAV,2017/10/27 00:00:00+00,OTHER,2017/10/27 00:00:00+00,https://www.santacruzcountyaz.gov/,NONE,SANTA CRUZ COUNTY,TIFFIN AVIATION SERVICES,WITHIN 40 FEET,REFINED,571,YES,NO,NOT AVAILABLE,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES
-110.939308,32.124662,155,ANLTK04031,TUCSON INTERNATIONAL AIRPORT FUEL FARMS A AND B,7250 S TUCSCON BOULEVARD,TUCSON,AZ,85756,NOT AVAILABLE,(520) 889-0593,AIRPORT,IN SERVICE,-999,PIMA,4019,USA,32.124662,-110.939308,424710,PETROLEUM BULK STATIONS AND TERMINALS,AIRNAV,2017/10/27 00:00:00+00,OTHER,2017/10/27 00:00:00+00,https://www.flytucson.com/,NONE,TUCSON AIRPORT AUTHORITY,ALLIED AVIATION,WITHIN 1 MILE,REFINED,6667,YES,NO,NOT AVAILABLE,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES
-110.959121,32.129035,156,ANLTK04032,TUCSON INTERNATIONAL AIRPORT FUEL FARM C,7250 S TUCSCON BOULEVARD,TUCSON,AZ,85756,NOT AVAILABLE,(520) 889-0593,AIRPORT,NOT IN USE,-999,PIMA,4019,USA,32.129035,-110.959121,424710,PETROLEUM BULK STATIONS AND TERMINALS,AIRNAV,2017/10/27 00:00:00+00,OTHER,2017/10/27 00:00:00+00,https://www.flytucson.com/,NONE,TUCSON AIRPORT AUTHORITY,NOT AVAILABLE,WITHIN 1 MILE,REFINED,5952,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
